occurrencedate,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofweek,occurrencehour,mci_category,premises_type
2014-08-18,2014,August,18,Monday,12,Break and Enter,House
2014-08-17,2014,August,17,Sunday,17,Break and Enter,Apartment
2014-08-18,2014,August,18,Monday,14,Robbery,Outside
2014-08-17,2014,August,17,Sunday,21,Assault,House
2014-08-14,2014,August,14,Thursday,17,Break and Enter,Apartment
2014-08-18,2014,August,18,Monday,NA,Break and Enter,Commercial
2014-08-18,2014,August,18,Monday,9,Assault,Other
2014-08-18,2014,August,18,Monday,12,Assault,Apartment
2014-08-18,2014,August,18,Monday,10,Robbery,Outside
2014-08-18,2014,August,18,Monday,19,Assault,Outside
2014-08-18,2014,August,18,Monday,19,Robbery,Outside
2014-08-18,2014,August,18,Monday,6,Assault,Other
2014-08-17,2014,August,17,Sunday,16,Assault,Outside
2014-08-18,2014,August,18,Monday,16,Assault,Commercial
2014-08-17,2014,August,17,Sunday,1,Break and Enter,House
2014-08-18,2014,August,18,Monday,19,Assault,Apartment
2014-08-18,2014,August,18,Monday,20,Break and Enter,House
2014-08-18,2014,August,18,Monday,17,Assault,Apartment
2014-08-18,2014,August,18,Monday,20,Break and Enter,House
2014-08-18,2014,August,18,Monday,17,Break and Enter,Apartment
2014-08-18,2014,August,18,Monday,22,Break and Enter,Apartment
2014-08-15,2014,August,15,Friday,12,Break and Enter,Apartment
2014-08-18,2014,August,18,Monday,23,Assault,Outside
2014-08-13,2014,August,13,Wednesday,NA,Break and Enter,Apartment
2014-08-18,2014,August,18,Monday,22,Assault,House
2014-08-18,2014,August,18,Monday,22,Assault,Apartment
2014-08-17,2014,August,17,Sunday,2,Assault,Other
2014-08-17,2014,August,17,Sunday,2,Robbery,Outside
2014-08-18,2014,August,18,Monday,21,Break and Enter,House
2014-08-18,2014,August,18,Monday,22,Assault,Apartment
2014-07-27,2014,July,27,Sunday,13,Theft Over,House
2014-08-17,2014,August,17,Sunday,12,Assault,House
2014-08-18,2014,August,18,Monday,13,Robbery,Outside
2014-07-30,2014,July,30,Wednesday,NA,Break and Enter,Apartment
2014-08-14,2014,August,14,Thursday,15,Break and Enter,Educational
2014-08-18,2014,August,18,Monday,14,Auto Theft,Outside
2014-08-03,2014,August,3,Sunday,23,Auto Theft,Outside
2014-08-18,2014,August,18,Monday,7,Auto Theft,Outside
2014-08-18,2014,August,18,Monday,8,Auto Theft,Outside
2014-08-17,2014,August,17,Sunday,21,Auto Theft,House
2014-08-18,2014,August,18,Monday,9,Auto Theft,Other
2014-08-18,2014,August,18,Monday,7,Auto Theft,Other
2014-08-17,2014,August,17,Sunday,22,Auto Theft,House
2014-08-17,2014,August,17,Sunday,22,Auto Theft,House
2014-08-18,2014,August,18,Monday,NA,Assault,House
2014-08-18,2014,August,18,Monday,NA,Assault,House
2014-08-18,2014,August,18,Monday,NA,Assault,House
2014-08-18,2014,August,18,Monday,NA,Assault,House
2014-08-19,2014,August,19,Tuesday,1,Break and Enter,Other
2014-08-19,2014,August,19,Tuesday,2,Break and Enter,House
2014-08-18,2014,August,18,Monday,23,Robbery,Outside
2014-08-19,2014,August,19,Tuesday,3,Assault,Apartment
2014-08-18,2014,August,18,Monday,22,Assault,Apartment
2014-08-19,2014,August,19,Tuesday,3,Robbery,Outside
2014-08-18,2014,August,18,Monday,20,Break and Enter,Commercial
2014-08-19,2014,August,19,Tuesday,4,Break and Enter,Commercial
2014-08-19,2014,August,19,Tuesday,9,Assault,Outside
2014-08-19,2014,August,19,Tuesday,6,Break and Enter,Commercial
2014-08-19,2014,August,19,Tuesday,12,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,16,Assault,Outside
2014-08-17,2014,August,17,Sunday,3,Assault,Outside
2014-08-16,2014,August,16,Saturday,1,Assault,Commercial
2014-08-17,2014,August,17,Sunday,3,Assault,Outside
2014-08-12,2014,August,12,Tuesday,16,Assault,Apartment
2014-08-10,2014,August,10,Sunday,15,Assault,House
2014-08-16,2014,August,16,Saturday,1,Assault,Commercial
2014-08-17,2014,August,17,Sunday,2,Assault,Outside
2014-08-17,2014,August,17,Sunday,4,Robbery,Outside
2014-08-17,2014,August,17,Sunday,4,Robbery,Outside
2014-08-17,2014,August,17,Sunday,1,Assault,Apartment
2014-08-17,2014,August,17,Sunday,3,Break and Enter,Commercial
2014-08-17,2014,August,17,Sunday,4,Assault,Outside
2014-08-17,2014,August,17,Sunday,7,Assault,Apartment
2014-08-17,2014,August,17,Sunday,7,Assault,Commercial
2014-08-17,2014,August,17,Sunday,9,Assault,Outside
2014-08-17,2014,August,17,Sunday,9,Assault,Outside
2014-08-13,2014,August,13,Wednesday,19,Break and Enter,House
2014-08-17,2014,August,17,Sunday,10,Assault,Transit
2014-08-15,2014,August,15,Friday,18,Assault,Outside
2014-08-14,2014,August,14,Thursday,NA,Assault,Outside
2014-08-17,2014,August,17,Sunday,13,Assault,Outside
2014-08-17,2014,August,17,Sunday,10,Assault,Other
2014-08-17,2014,August,17,Sunday,10,Assault,Other
2014-08-17,2014,August,17,Sunday,NA,Break and Enter,Commercial
2014-08-09,2014,August,9,Saturday,20,Assault,House
2014-08-17,2014,August,17,Sunday,12,Assault,Apartment
2014-08-17,2014,August,17,Sunday,6,Break and Enter,Commercial
2014-08-17,2014,August,17,Sunday,15,Assault,Outside
2014-08-17,2014,August,17,Sunday,11,Assault,Apartment
2014-08-17,2014,August,17,Sunday,5,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,19,Assault,Outside
2014-08-13,2014,August,13,Wednesday,19,Assault,Outside
2014-08-17,2014,August,17,Sunday,14,Assault,House
2014-08-17,2014,August,17,Sunday,17,Assault,Outside
2014-08-16,2014,August,16,Saturday,16,Assault,House
2014-08-17,2014,August,17,Sunday,16,Assault,Apartment
2014-08-07,2014,August,7,Thursday,9,Break and Enter,Apartment
2014-08-17,2014,August,17,Sunday,14,Assault,Outside
2014-08-17,2014,August,17,Sunday,14,Robbery,Outside
2014-08-16,2014,August,16,Saturday,17,Break and Enter,Commercial
2014-08-17,2014,August,17,Sunday,11,Break and Enter,House
2014-08-17,2014,August,17,Sunday,18,Assault,Apartment
2014-08-17,2014,August,17,Sunday,13,Robbery,Apartment
2014-08-17,2014,August,17,Sunday,15,Assault,Outside
2014-08-17,2014,August,17,Sunday,3,Assault,Outside
2014-08-17,2014,August,17,Sunday,3,Assault,Outside
2014-08-17,2014,August,17,Sunday,8,Break and Enter,Apartment
2014-08-17,2014,August,17,Sunday,20,Assault,Apartment
2014-08-15,2014,August,15,Friday,15,Robbery,Apartment
2014-08-17,2014,August,17,Sunday,2,Break and Enter,House
2014-08-17,2014,August,17,Sunday,12,Break and Enter,Apartment
2014-08-17,2014,August,17,Sunday,2,Break and Enter,House
2014-08-15,2014,August,15,Friday,20,Break and Enter,House
2014-08-17,2014,August,17,Sunday,2,Break and Enter,House
2014-08-17,2014,August,17,Sunday,22,Assault,Commercial
2014-08-16,2014,August,16,Saturday,9,Break and Enter,House
2014-08-17,2014,August,17,Sunday,21,Assault,Transit
2014-08-17,2014,August,17,Sunday,13,Break and Enter,House
2014-08-17,2014,August,17,Sunday,19,Robbery,Outside
2014-08-17,2014,August,17,Sunday,18,Assault,House
2014-08-17,2014,August,17,Sunday,19,Assault,Apartment
2014-08-17,2014,August,17,Sunday,23,Assault,Other
2014-08-17,2014,August,17,Sunday,23,Assault,Other
2014-08-17,2014,August,17,Sunday,23,Assault,Other
2014-08-17,2014,August,17,Sunday,21,Assault,Outside
2014-08-17,2014,August,17,Sunday,23,Assault,Outside
2014-08-16,2014,August,16,Saturday,14,Break and Enter,House
2014-08-17,2014,August,17,Sunday,14,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,18,Break and Enter,House
2014-08-17,2014,August,17,Sunday,23,Assault,Transit
2014-08-16,2014,August,16,Saturday,15,Auto Theft,House
2014-08-16,2014,August,16,Saturday,14,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,13,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,23,Auto Theft,House
2014-08-16,2014,August,16,Saturday,23,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,23,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,20,Auto Theft,Outside
2014-08-12,2014,August,12,Tuesday,17,Auto Theft,Outside
2014-08-17,2014,August,17,Sunday,10,Auto Theft,Commercial
2014-08-16,2014,August,16,Saturday,21,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,14,Auto Theft,Outside
2014-08-17,2014,August,17,Sunday,2,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,9,Auto Theft,House
2014-08-17,2014,August,17,Sunday,19,Assault,Apartment
2014-08-18,2014,August,18,Monday,1,Assault,Outside
2014-08-18,2014,August,18,Monday,2,Break and Enter,Apartment
2014-08-18,2014,August,18,Monday,1,Assault,Outside
2014-08-03,2014,August,3,Sunday,14,Theft Over,House
2014-08-12,2014,August,12,Tuesday,14,Break and Enter,House
2014-08-16,2014,August,16,Saturday,1,Assault,Commercial
2014-08-10,2014,August,10,Sunday,15,Assault,House
2014-08-08,2014,August,8,Friday,23,Assault,Apartment
2014-08-15,2014,August,15,Friday,19,Break and Enter,Other
2014-08-10,2014,August,10,Sunday,19,Assault,Outside
2014-08-15,2014,August,15,Friday,8,Break and Enter,Apartment
2014-08-09,2014,August,9,Saturday,21,Assault,Outside
2014-08-10,2014,August,10,Sunday,19,Assault,Outside
2014-08-12,2014,August,12,Tuesday,17,Assault,Transit
2014-08-16,2014,August,16,Saturday,3,Assault,House
2014-08-09,2014,August,9,Saturday,21,Assault,Outside
2014-08-10,2014,August,10,Sunday,1,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,19,Assault,Outside
2014-08-16,2014,August,16,Saturday,1,Break and Enter,House
2014-08-09,2014,August,9,Saturday,19,Assault,Outside
2014-08-12,2014,August,12,Tuesday,18,Break and Enter,Apartment
2014-08-10,2014,August,10,Sunday,16,Assault,Other
2014-08-15,2014,August,15,Friday,22,Assault,Apartment
2014-08-09,2014,August,9,Saturday,21,Assault,Commercial
2014-08-09,2014,August,9,Saturday,19,Assault,Outside
2014-08-09,2014,August,9,Saturday,21,Assault,Outside
2014-08-09,2014,August,9,Saturday,22,Break and Enter,House
2014-08-09,2014,August,9,Saturday,23,Assault,Outside
2014-08-09,2014,August,9,Saturday,20,Break and Enter,Commercial
2014-07-31,2014,July,31,Thursday,NA,Break and Enter,Apartment
2014-08-09,2014,August,9,Saturday,21,Assault,Outside
2014-08-09,2014,August,9,Saturday,21,Robbery,Outside
2014-08-09,2014,August,9,Saturday,23,Robbery,Outside
2014-08-04,2014,August,4,Monday,21,Break and Enter,House
2014-08-08,2014,August,8,Friday,12,Break and Enter,House
2014-08-09,2014,August,9,Saturday,23,Assault,Outside
2014-08-09,2014,August,9,Saturday,23,Assault,Outside
2014-08-09,2014,August,9,Saturday,10,Break and Enter,House
2014-08-08,2014,August,8,Friday,17,Break and Enter,Apartment
2014-08-09,2014,August,9,Saturday,11,Assault,Apartment
2014-08-09,2014,August,9,Saturday,1,Theft Over,Commercial
2014-08-09,2014,August,9,Saturday,23,Auto Theft,Outside
2014-08-09,2014,August,9,Saturday,12,Auto Theft,Outside
2014-08-09,2014,August,9,Saturday,17,Auto Theft,Outside
2014-08-09,2014,August,9,Saturday,17,Auto Theft,Outside
2014-08-09,2014,August,9,Saturday,15,Auto Theft,Outside
2014-08-09,2014,August,9,Saturday,18,Auto Theft,Outside
2014-08-09,2014,August,9,Saturday,11,Auto Theft,House
2014-08-09,2014,August,9,Saturday,1,Auto Theft,Outside
2014-08-03,2014,August,3,Sunday,12,Auto Theft,Outside
2014-08-08,2014,August,8,Friday,17,Auto Theft,Apartment
2014-08-08,2014,August,8,Friday,23,Auto Theft,Outside
2014-08-07,2014,August,7,Thursday,12,Auto Theft,Outside
2014-08-08,2014,August,8,Friday,20,Auto Theft,Outside
2014-08-08,2014,August,8,Friday,22,Auto Theft,House
2014-08-08,2014,August,8,Friday,21,Auto Theft,Outside
2014-08-08,2014,August,8,Friday,21,Auto Theft,Outside
2014-08-10,2014,August,10,Sunday,NA,Break and Enter,House
2014-08-10,2014,August,10,Sunday,1,Assault,Outside
2014-08-10,2014,August,10,Sunday,1,Assault,Outside
2014-08-10,2014,August,10,Sunday,2,Assault,Apartment
2014-08-10,2014,August,10,Sunday,1,Assault,Commercial
2014-08-08,2014,August,8,Friday,1,Assault,Commercial
2014-08-09,2014,August,9,Saturday,20,Break and Enter,House
2014-08-10,2014,August,10,Sunday,1,Robbery,Outside
2014-08-10,2014,August,10,Sunday,1,Robbery,Outside
2014-08-10,2014,August,10,Sunday,1,Robbery,Outside
2014-08-10,2014,August,10,Sunday,1,Robbery,Outside
2014-08-10,2014,August,10,Sunday,3,Assault,Educational
2014-08-10,2014,August,10,Sunday,2,Assault,Outside
2014-08-10,2014,August,10,Sunday,2,Assault,Outside
2014-08-10,2014,August,10,Sunday,2,Assault,Other
2014-08-10,2014,August,10,Sunday,3,Assault,Commercial
2014-08-10,2014,August,10,Sunday,3,Assault,Commercial
2014-08-10,2014,August,10,Sunday,3,Assault,Commercial
2014-08-10,2014,August,10,Sunday,2,Robbery,Commercial
2014-08-10,2014,August,10,Sunday,1,Assault,Commercial
2014-08-10,2014,August,10,Sunday,NA,Assault,Outside
2014-08-10,2014,August,10,Sunday,NA,Assault,Commercial
2014-08-10,2014,August,10,Sunday,NA,Assault,Outside
2014-08-10,2014,August,10,Sunday,1,Assault,Outside
2014-08-10,2014,August,10,Sunday,6,Break and Enter,Commercial
2014-08-10,2014,August,10,Sunday,6,Theft Over,Commercial
2014-08-10,2014,August,10,Sunday,3,Assault,Other
2014-08-10,2014,August,10,Sunday,5,Assault,Apartment
2014-08-10,2014,August,10,Sunday,5,Assault,Outside
2014-08-10,2014,August,10,Sunday,5,Assault,Outside
2014-08-10,2014,August,10,Sunday,5,Assault,Outside
2014-08-10,2014,August,10,Sunday,5,Assault,Outside
2014-08-10,2014,August,10,Sunday,5,Assault,Outside
2014-08-10,2014,August,10,Sunday,5,Assault,Outside
2014-08-10,2014,August,10,Sunday,7,Break and Enter,Apartment
2014-08-09,2014,August,9,Saturday,16,Break and Enter,Apartment
2014-08-10,2014,August,10,Sunday,4,Break and Enter,Commercial
2014-08-09,2014,August,9,Saturday,21,Break and Enter,Commercial
2014-08-10,2014,August,10,Sunday,2,Assault,Outside
2014-08-09,2014,August,9,Saturday,22,Assault,Apartment
2014-08-10,2014,August,10,Sunday,11,Assault,Outside
2014-08-09,2014,August,9,Saturday,19,Assault,Outside
2014-08-09,2014,August,9,Saturday,1,Robbery,Outside
2014-08-10,2014,August,10,Sunday,11,Assault,Other
2014-08-10,2014,August,10,Sunday,11,Assault,Outside
2014-08-10,2014,August,10,Sunday,1,Break and Enter,House
2014-08-16,2014,August,16,Saturday,3,Assault,Outside
2014-08-10,2014,August,10,Sunday,18,Assault,Other
2014-08-16,2014,August,16,Saturday,2,Assault,Commercial
2014-08-10,2014,August,10,Sunday,18,Assault,Other
2014-08-12,2014,August,12,Tuesday,17,Robbery,Outside
2014-08-15,2014,August,15,Friday,17,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,19,Assault,House
2014-08-10,2014,August,10,Sunday,20,Assault,House
2014-08-12,2014,August,12,Tuesday,19,Assault,House
2014-08-16,2014,August,16,Saturday,6,Break and Enter,Apartment
2014-08-10,2014,August,10,Sunday,20,Assault,House
2014-08-12,2014,August,12,Tuesday,16,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,16,Assault,Other
2014-08-12,2014,August,12,Tuesday,16,Assault,Other
2014-08-12,2014,August,12,Tuesday,22,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,21,Assault,Apartment
2014-08-04,2014,August,4,Monday,19,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,22,Break and Enter,Commercial
2014-08-12,2014,August,12,Tuesday,13,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,22,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,21,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,21,Assault,Transit
2014-08-12,2014,August,12,Tuesday,21,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,21,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,22,Assault,House
2014-08-12,2014,August,12,Tuesday,23,Break and Enter,Commercial
2014-07-30,2014,July,30,Wednesday,NA,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,8,Break and Enter,Apartment
2014-06-26,2014,June,26,Thursday,8,Assault,House
2014-08-08,2014,August,8,Friday,16,Theft Over,Commercial
2014-08-12,2014,August,12,Tuesday,13,Break and Enter,Apartment
2014-08-07,2014,August,7,Thursday,23,Theft Over,House
2014-08-12,2014,August,12,Tuesday,NA,Auto Theft,Outside
2014-08-11,2014,August,11,Monday,22,Auto Theft,House
2014-08-11,2014,August,11,Monday,22,Auto Theft,House
2014-08-11,2014,August,11,Monday,23,Auto Theft,House
2014-08-12,2014,August,12,Tuesday,NA,Auto Theft,House
2014-08-11,2014,August,11,Monday,20,Auto Theft,Outside
2014-08-12,2014,August,12,Tuesday,12,Auto Theft,House
2014-08-10,2014,August,10,Sunday,13,Auto Theft,Outside
2014-08-09,2014,August,9,Saturday,NA,Auto Theft,Commercial
2014-08-12,2014,August,12,Tuesday,7,Auto Theft,Outside
2014-08-12,2014,August,12,Tuesday,9,Auto Theft,Transit
2014-08-12,2014,August,12,Tuesday,7,Auto Theft,Outside
2014-06-25,2014,June,25,Wednesday,12,Auto Theft,Commercial
2014-06-25,2014,June,25,Wednesday,12,Auto Theft,Commercial
2014-08-12,2014,August,12,Tuesday,13,Auto Theft,Outside
2014-08-08,2014,August,8,Friday,2,Auto Theft,Outside
2014-08-13,2014,August,13,Wednesday,NA,Break and Enter,Commercial
2014-08-13,2014,August,13,Wednesday,NA,Assault,Outside
2014-08-13,2014,August,13,Wednesday,2,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,1,Theft Over,Transit
2014-08-13,2014,August,13,Wednesday,NA,Robbery,Outside
2014-08-13,2014,August,13,Wednesday,2,Assault,Transit
2014-08-13,2014,August,13,Wednesday,2,Robbery,Outside
2014-08-13,2014,August,13,Wednesday,1,Assault,House
2014-08-13,2014,August,13,Wednesday,3,Break and Enter,Commercial
2014-08-13,2014,August,13,Wednesday,NA,Robbery,Outside
2014-08-13,2014,August,13,Wednesday,4,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,2,Robbery,Outside
2014-08-12,2014,August,12,Tuesday,22,Break and Enter,Commercial
2014-08-13,2014,August,13,Wednesday,2,Robbery,Outside
2014-08-13,2014,August,13,Wednesday,2,Robbery,Outside
2014-08-13,2014,August,13,Wednesday,NA,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,5,Break and Enter,House
2014-08-08,2014,August,8,Friday,15,Theft Over,Outside
2014-08-13,2014,August,13,Wednesday,8,Assault,Outside
2014-08-13,2014,August,13,Wednesday,6,Robbery,Outside
2014-08-12,2014,August,12,Tuesday,18,Break and Enter,Commercial
2014-08-13,2014,August,13,Wednesday,3,Break and Enter,Commercial
2014-08-13,2014,August,13,Wednesday,11,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,11,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,19,Break and Enter,Educational
2014-08-13,2014,August,13,Wednesday,6,Break and Enter,Other
2014-05-25,2014,May,25,Sunday,9,Assault,Other
2014-05-25,2014,May,25,Sunday,9,Assault,Other
2014-08-13,2014,August,13,Wednesday,11,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,11,Theft Over,House
2014-08-13,2014,August,13,Wednesday,13,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,13,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,13,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,12,Assault,Apartment
2014-08-03,2014,August,3,Sunday,13,Theft Over,Commercial
2014-08-13,2014,August,13,Wednesday,8,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,11,Break and Enter,Apartment
2014-08-13,2014,August,13,Wednesday,14,Assault,Other
2014-08-11,2014,August,11,Monday,23,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,12,Assault,Commercial
2014-08-16,2014,August,16,Saturday,1,Break and Enter,Commercial
2014-08-15,2014,August,15,Friday,22,Break and Enter,Commercial
2014-08-16,2014,August,16,Saturday,11,Assault,Other
2014-08-16,2014,August,16,Saturday,9,Break and Enter,Apartment
2014-08-16,2014,August,16,Saturday,11,Assault,House
2014-08-16,2014,August,16,Saturday,2,Assault,Commercial
2014-08-16,2014,August,16,Saturday,9,Robbery,Commercial
2014-08-16,2014,August,16,Saturday,12,Assault,Apartment
2014-08-16,2014,August,16,Saturday,14,Assault,House
2014-08-16,2014,August,16,Saturday,14,Break and Enter,House
2013-11-01,2013,November,1,Friday,NA,Theft Over,Apartment
2014-08-15,2014,August,15,Friday,21,Break and Enter,Commercial
2014-08-16,2014,August,16,Saturday,13,Robbery,Commercial
2014-08-16,2014,August,16,Saturday,10,Assault,Outside
2014-08-16,2014,August,16,Saturday,15,Assault,Outside
2014-08-16,2014,August,16,Saturday,15,Assault,Outside
2014-08-16,2014,August,16,Saturday,13,Assault,House
2014-08-16,2014,August,16,Saturday,13,Assault,House
